YOB,NKID,DEP,PHON,SINC,DAINC,DHVAL,DMORT,DOUTM,DOUTL,DOUTHP,DOUTCC,BAD,AES0,AES1,AES2,AES3,AES4,AES5,AES6,AES7,AES8,AES9,AES10,RES0,RES1,RES2,RES3,RES4
64.0,0.0,0.0,1,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54.0,1.0,0.0,1,0.0,36000.0,62464.0,62464.0,680.0,100.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62.0,0.0,0.0,0,0.0,25500.0,0.0,0.0,340.0,132.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37.0,0.0,0.0,1,16600.0,16497.0,54464.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37.0,2.0,1.0,1,0.0,12464.0,0.0,0.0,480.0,0.0,0.0,1000.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65.0,0.0,0.0,1,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9.0,0.0,0.0,1,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24.0,0.0,0.0,1,550.0,46500.0,23392.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
43.0,2.0,0.0,1,30000.0,37856.0,10176.0,54464.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46.0,2.0,0.0,1,0.0,6464.0,3392.0,46000.0,400.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64.0,0.0,0.0,0,0.0,36000.0,0.0,0.0,800.0,400.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
34.0,0.0,0.0,1,5500.0,16500.0,8928.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54.0,2.0,0.0,1,3000.0,60000.0,40464.0,0.0,1036.0,0.0,160.0,400.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38.0,1.0,1.0,1,0.0,25587.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47.0,0.0,0.0,1,3000.0,16500.0,0.0,0.0,0.0,192.0,40.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69.0,0.0,0.0,1,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,0.0,1,0.0,31500.0,58464.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62.0,0.0,0.0,1,0.0,24327.0,22464.0,8896.0,592.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
65.0,0.0,0.0,1,0.0,5325.0,0.0,0.0,600.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30.0,0.0,0.0,1,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48.0,0.0,0.0,1,0.0,20220.0,26464.0,34000.0,0.0,668.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46.0,0.0,0.0,1,0.0,30000.0,48000.0,12000.0,160.0,320.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
66.0,0.0,0.0,1,0.0,16200.0,0.0,0.0,0.0,228.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
68.0,0.0,0.0,1,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
61.0,0.0,0.0,1,13000.0,0.0,28928.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32.0,0.0,0.0,1,0.0,35847.0,0.0,0.0,300.0,0.0,444.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64.0,0.0,0.0,0,0.0,19500.0,0.0,0.0,240.0,208.0,80.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
61.0,0.0,0.0,1,0.0,26265.0,0.0,0.0,0.0,0.0,480.0,40.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38.0,0.0,0.0,0,0.0,0.0,6784.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32.0,1.0,0.0,1,3000.0,18464.0,27392.0,52000.0,376.0,580.0,0.0,160.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
58.0,0.0,0.0,1,0.0,34956.0,22464.0,64000.0,428.0,320.0,0.0,240.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
60.0,0.0,0.0,1,0.0,34500.0,0.0,0.0,560.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.0,0.0,0.0,1,0.0,31200.0,0.0,0.0,88.0,260.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.0,0.0,0.0,1,0.0,36000.0,63392.0,30464.0,680.0,948.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64.0,0.0,0.0,1,0.0,19200.0,0.0,0.0,0.0,320.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30.0,1.0,0.0,0,0.0,34500.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37.0,0.0,2.0,1,0.0,37440.0,0.0,0.0,0.0,0.0,532.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
57.0,0.0,0.0,1,0.0,40500.0,34464.0,8464.0,600.0,200.0,0.0,200.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59.0,1.0,0.0,1,0.0,17700.0,0.0,0.0,320.0,0.0,0.0,32.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,0.0,0.0,1,0.0,0.0,62464.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62.0,0.0,0.0,1,0.0,24600.0,46464.0,14464.0,624.0,0.0,224.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59.0,0.0,0.0,1,0.0,24300.0,6464.0,49000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47.0,2.0,0.0,1,0.0,21000.0,36928.0,52000.0,376.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63.0,0.0,0.0,1,5500.0,30000.0,0.0,0.0,0.0,300.0,80.0,80.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48.0,0.0,0.0,0,2000.0,24000.0,24928.0,59796.0,504.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33.0,0.0,0.0,1,0.0,30000.0,8928.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48.0,1.0,0.0,1,0.0,6464.0,56928.0,8928.0,1480.0,1000.0,728.0,100.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48.0,2.0,0.0,1,9500.0,9464.0,63392.0,54464.0,1400.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46.0,0.0,0.0,1,10800.0,20250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42.0,0.0,0.0,1,0.0,34947.0,62464.0,0.0,600.0,100.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55.0,1.0,0.0,0,0.0,12464.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50.0,0.0,0.0,1,4000.0,15000.0,48928.0,64000.0,1000.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.0,3.0,0.0,1,0.0,64500.0,64464.0,28464.0,888.0,0.0,52.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
68.0,0.0,0.0,1,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26.0,0.0,0.0,1,0.0,15928.0,37856.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,3.0,0.0,1,0.0,36000.0,54464.0,26000.0,320.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
45.0,0.0,0.0,1,4000.0,30000.0,0.0,0.0,476.0,400.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58.0,0.0,0.0,1,0.0,22500.0,0.0,0.0,800.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
62.0,0.0,0.0,1,4056.0,27000.0,26464.0,1396.0,492.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55.0,2.0,0.0,1,0.0,39000.0,40928.0,24928.0,1152.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36.0,2.0,0.0,1,0.0,0.0,30464.0,7200.0,224.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
65.0,1.0,0.0,0,6858.0,0.0,0.0,0.0,352.0,0.0,0.0,80.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
44.0,3.0,0.0,1,0.0,60000.0,17856.0,60000.0,400.0,0.0,0.0,400.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
53.0,0.0,0.0,1,10200.0,33000.0,17856.0,30464.0,800.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51.0,1.0,0.0,1,20000.0,12600.0,28928.0,34464.0,720.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
58.0,0.0,0.0,1,0.0,25653.0,0.0,0.0,0.0,220.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
63.0,0.0,0.0,1,0.0,20400.0,0.0,0.0,200.0,0.0,0.0,300.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
69.0,0.0,0.0,1,0.0,12162.0,0.0,0.0,200.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
44.0,2.0,0.0,1,15000.0,9000.0,53392.0,30464.0,680.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50.0,2.0,0.0,1,2671.0,31260.0,48928.0,2464.0,496.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
48.0,1.0,0.0,1,0.0,38511.0,48464.0,2464.0,500.0,0.0,0.0,100.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62.0,1.0,0.0,1,1440.0,21000.0,0.0,0.0,444.0,76.0,116.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51.0,2.0,0.0,1,0.0,15180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59.0,0.0,0.0,1,0.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
68.0,0.0,0.0,1,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65.0,0.0,0.0,1,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
62.0,0.0,0.0,1,10000.0,15000.0,34464.0,2464.0,548.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49.0,1.0,0.0,0,0.0,10500.0,10464.0,36000.0,348.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32.0,0.0,0.0,1,6000.0,30000.0,27392.0,10000.0,100.0,720.0,0.0,200.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52.0,0.0,0.0,1,0.0,14040.0,0.0,0.0,0.0,120.0,0.0,40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63.0,0.0,0.0,1,0.0,20250.0,6464.0,60000.0,436.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25.0,0.0,0.0,1,0.0,0.0,54464.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62.0,0.0,0.0,1,0.0,26520.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
65.0,0.0,0.0,0,0.0,9276.0,0.0,0.0,96.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16.0,0.0,0.0,1,0.0,0.0,2928.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
66.0,0.0,0.0,0,0.0,26571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
48.0,2.0,0.0,1,0.0,9464.0,17856.0,2464.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33.0,2.0,0.0,1,1500.0,464.0,3392.0,56000.0,448.0,400.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49.0,0.0,0.0,0,0.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63.0,0.0,0.0,1,0.0,24000.0,10464.0,0.0,740.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62.0,0.0,0.0,0,4700.0,15000.0,48000.0,0.0,320.0,328.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60.0,0.0,0.0,1,0.0,13284.0,0.0,0.0,0.0,188.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19.0,0.0,0.0,1,0.0,6846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33.0,0.0,0.0,1,9000.0,13434.0,42464.0,56000.0,240.0,0.0,0.0,80.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44.0,1.0,0.0,1,0.0,15000.0,43392.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59.0,1.0,1.0,0,0.0,35460.0,12928.0,62464.0,900.0,0.0,0.0,44.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57.0,0.0,0.0,1,0.0,33000.0,0.0,0.0,520.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
65.0,0.0,0.0,1,0.0,21000.0,0.0,0.0,0.0,800.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51.0,2.0,0.0,1,0.0,21000.0,50464.0,0.0,0.0,0.0,0.0,40.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50.0,2.0,0.0,1,7518.0,27000.0,54464.0,54800.0,384.0,0.0,160.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47.0,2.0,0.0,1,0.0,33000.0,18464.0,32000.0,276.0,0.0,316.0,292.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34.0,1.0,0.0,0,0.0,24900.0,63392.0,4.0,0.0,280.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
65.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30.0,0.0,0.0,1,0.0,9464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45.0,1.0,0.0,1,8000.0,24000.0,32320.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65.0,0.0,0.0,1,0.0,20100.0,0.0,0.0,0.0,256.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55.0,2.0,0.0,1,17000.0,0.0,10176.0,54464.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54.0,0.0,0.0,1,6700.0,46500.0,58464.0,2464.0,480.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48.0,2.0,1.0,1,0.0,0.0,35392.0,4928.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43.0,1.0,0.0,1,0.0,0.0,10176.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60.0,0.0,0.0,1,0.0,15390.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56.0,0.0,0.0,1,0.0,10500.0,34464.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,0.0,0.0,1,0.0,30000.0,44928.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56.0,0.0,0.0,1,0.0,21000.0,0.0,0.0,160.0,228.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
61.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
55.0,0.0,0.0,1,17446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
63.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
51.0,2.0,0.0,1,2000.0,39000.0,62464.0,18464.0,660.0,416.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56.0,1.0,0.0,1,0.0,33000.0,0.0,0.0,120.0,280.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
68.0,0.0,0.0,1,0.0,17739.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32.0,0.0,1.0,1,2152.0,36969.0,0.0,0.0,464.0,184.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50.0,0.0,0.0,1,7000.0,36000.0,3392.0,40000.0,400.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63.0,0.0,0.0,1,6000.0,24600.0,34464.0,0.0,608.0,460.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53.0,1.0,0.0,1,0.0,21135.0,0.0,0.0,200.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47.0,0.0,0.0,1,19500.0,13500.0,27392.0,16928.0,0.0,0.0,0.0,280.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54.0,2.0,0.0,1,6984.0,22500.0,46464.0,2464.0,492.0,180.0,80.0,160.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
65.0,0.0,0.0,0,0.0,17100.0,0.0,0.0,240.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
46.0,1.0,0.0,1,0.0,9768.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
61.0,0.0,0.0,1,6420.0,19200.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52.0,2.0,0.0,1,0.0,12048.0,18928.0,7696.0,92.0,248.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23.0,0.0,0.0,1,0.0,22500.0,34464.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
61.0,0.0,0.0,1,2400.0,21900.0,8464.0,8464.0,532.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26.0,0.0,0.0,1,0.0,6885.0,34464.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62.0,1.0,0.0,1,9000.0,42000.0,54464.0,0.0,800.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56.0,1.0,0.0,1,14226.0,28797.0,4928.0,46464.0,776.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
61.0,0.0,0.0,1,13000.0,42000.0,54464.0,34464.0,720.0,0.0,80.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51.0,0.0,0.0,1,2230.0,24464.0,28928.0,0.0,0.0,0.0,928.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59.0,0.0,0.0,1,2000.0,24000.0,0.0,0.0,160.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66.0,0.0,0.0,1,0.0,28800.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50.0,2.0,0.0,1,3000.0,19500.0,8928.0,0.0,784.0,0.0,120.0,24.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
65.0,0.0,0.0,1,0.0,21000.0,0.0,0.0,320.0,0.0,0.0,40.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17.0,0.0,0.0,1,0.0,18000.0,17856.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,2.0,0.0,1,0.0,21000.0,0.0,0.0,484.0,0.0,128.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57.0,0.0,0.0,1,0.0,36600.0,928.0,54464.0,1200.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
54.0,0.0,0.0,1,0.0,33000.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
42.0,0.0,0.0,1,10000.0,34800.0,46464.0,20000.0,540.0,0.0,0.0,200.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43.0,0.0,0.0,1,0.0,15858.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29.0,0.0,0.0,1,13000.0,12000.0,23392.0,16000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11.0,0.0,0.0,1,0.0,15000.0,28464.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.0,0.0,0.0,1,0.0,7290.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21.0,0.0,0.0,1,0.0,0.0,8928.0,4.0,0.0,140.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0.0,1,0.0,19911.0,0.0,0.0,0.0,276.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38.0,1.0,0.0,1,5000.0,18000.0,0.0,0.0,400.0,440.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35.0,0.0,0.0,1,0.0,28152.0,62464.0,36000.0,360.0,224.0,240.0,20.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64.0,0.0,0.0,1,0.0,24192.0,34464.0,0.0,684.0,0.0,204.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
