,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
3118,0,16900,67111.0,96985.0,2,2,21.0,0.0,0.0,233.78439855,1.0,23.0,37.324711324
3119,0,16900,116357.0,209364.0,1,6,4.0,0.0,0.0,221.12855483,0.0,16.0,27.900263904
3120,0,16900,53252.0,89720.0,1,4,29.0,0.0,0.0,204.58793388,0.0,22.0,33.016153118
3121,0,16900,88143.0,115365.0,1,6,19.0,0.0,0.0,282.06851776,0.0,16.0,24.962851371
3122,0,16900,43643.0,80639.0,1,5,3.0,0.0,0.0,128.58182369,1.0,8.0,28.895954854
3123,0,16900,61847.0,91671.0,1,2,9.0,0.0,0.0,202.05343558,0.0,20.0,21.348254512
3124,0,16900,78455.0,121450.0,0,0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,33.742374549
3125,0,16900,17988.0,137328.0,1,6,9.0,0.0,0.0,360.14696016,0.0,10.0,41.902054192
3126,0,16900,102108.0,117650.0,1,6,9.0,0.0,0.0,279.11258466,1.0,19.0,29.645177293
3127,0,17000,73644.0,107086.0,1,2,0.0,0.0,0.0,280.45334363,2.0,20.0,37.771957848
3128,0,17000,125257.0,161009.0,1,4,3.0,0.0,0.0,129.75779959,1.0,21.0,27.6372066
3129,0,17000,10866.0,171952.0,2,5,24.0,0.0,0.0,79.991975497,2.0,21.0,29.846958737
3130,1,17000,73760.81719955898,,2,0,1.0,0.0,0.0,111.23501181,0.0,21.0,31.362872385
3131,0,17000,70039.0,100993.0,2,2,7.0,0.0,0.0,261.91131698,1.0,11.0,36.56433032
3132,1,17000,54218.0,75000.0,1,5,5.0,1.0,0.0,177.5,6.0,35.0,33.779915348721225
3133,0,17000,51682.0,67688.0,2,4,2.0,0.0,0.0,135.19190654,0.0,18.0,33.050636366
3134,0,17000,83248.0,95886.0,1,2,8.0,0.0,2.0,349.43007938,1.1860550458715597,41.0,36.05994724
3135,0,17000,97713.0,164869.0,0,6,8.922268135904508,0.0,0.4494423791821561,253.4763166,1.1860550458715597,23.0,36.452295794
3136,0,17000,125728.0,159770.0,1,5,8.922268135904508,0.0,0.0,228.42238215,0.0,18.0,37.008373781
3137,0,17000,31772.0,60289.0,2,2,6.0,0.0,0.0,189.23698365,0.0,13.0,31.125746532
3138,0,17000,134689.0,158661.0,1,5,8.922268135904508,0.0,0.0,227.39546465,0.0,19.0,36.425571756
3139,0,17000,86341.0,133564.0,1,2,15.0,0.0,0.0,307.67385711,0.0,18.0,28.368210586
3140,0,17000,66894.0,75360.0,1,0,8.0,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,25.260098683
3141,0,17000,27088.0,166437.0,2,3,7.0,0.0,0.0,306.67417105,0.0,27.0,26.156717881
3142,0,17000,70085.0,81598.0,1,4,7.0,0.0,0.0,117.19539923,1.0,20.0,21.981835715
3143,0,17000,97438.0,158780.0,1,5,0.0,0.0,0.0,210.91260341,1.0,18.0,38.796749949
3144,0,17000,45671.0,64516.0,2,6,27.0,0.0,0.0,246.17972137,0.0,13.0,25.701205603
3145,0,17000,6778.0,60065.0,1,1,0.0,0.0,0.0,326.51841443,0.0,5.0,38.836601841
3146,0,17000,26228.0,60979.0,2,2,7.0,0.0,0.0,188.24761053,0.0,13.0,29.628676491
3147,0,17000,63450.0,92816.0,0,2,10.0,0.0,0.0,179.76627518656667,1.0,16.0,25.718671082
3148,0,17000,54780.0,93091.0,1,2,4.0,0.0,0.0,115.37533239,1.0,21.0,37.50862467
3149,0,17000,73184.0,96889.0,1,5,0.0,0.0,0.0,71.953791991,0.0,16.0,28.004398484
3150,0,17000,60483.0,85015.0,2,2,4.0,0.0,0.0,116.52526509,0.0,12.0,27.29874318
3151,1,17000,52663.0,82000.0,0,0,8.922268135904508,0.2545696877380046,0.4494423791821561,179.76627518656667,1.1860550458715597,21.29609620076682,33.779915348721225
3152,1,17000,36420.0,54375.0,1,6,1.0,1.0,0.0,77.7,1.0,18.0,33.779915348721225
3153,0,17000,53058.0,74000.0,1,6,17.0,1.0,0.0,204.93333333,1.0,21.0,33.779915348721225
3154,0,17000,23200.0,85000.0,1,2,9.0,0.0,0.0,149.06666667,1.0,21.0,33.779915348721225
3155,0,17000,47000.0,112720.0,1,2,16.0,0.0,0.0,257.7,0.0,20.0,33.779915348721225
3156,0,17000,86000.0,119600.0,1,2,12.0,0.2545696877380046,0.4494423791821561,137.46666667,1.1860550458715597,25.0,33.779915348721225
3157,0,17000,12613.0,85000.0,1,6,21.0,0.0,0.0,226.36666667,3.0,41.0,33.779915348721225
3158,0,17000,152900.0,191146.0,1,6,7.5,0.0,0.0,179.76627518656667,2.0,16.0,33.779915348721225
3159,0,17000,55820.0,88683.0,1,4,0.5,0.0,0.0,74.033333333,0.0,23.0,33.779915348721225
3160,1,17000,74910.0,112375.0,1,4,41.0,0.0,0.0,95.2,3.0,28.0,33.779915348721225
3161,1,17000,87600.0,110000.0,1,6,0.4,6.0,0.0,180.56666667,2.0,46.0,33.779915348721225
3162,1,17000,52700.0,78000.0,1,6,2.0,0.0,0.0,62.9,0.0,10.0,33.779915348721225
3163,1,17000,61000.0,127000.0,1,5,9.0,0.0,5.0,256.7,0.0,40.0,33.779915348721225
3164,1,17000,62755.0,81180.0,1,2,19.0,2.0,0.0,134.93333333,2.0,28.0,33.779915348721225
3165,1,17000,56800.0,82000.0,1,2,22.0,0.0,5.0,320.6,4.0,28.0,33.779915348721225
3166,1,17000,89600.0,115000.0,1,3,20.0,0.2545696877380046,3.0,99.266666667,0.0,23.0,33.779915348721225
3167,1,17000,48000.0,69000.0,1,4,25.0,0.0,0.0,351.03333333,3.0,24.0,33.779915348721225
3168,1,17000,43000.0,63500.0,1,6,8.0,0.0,0.0,46.666666667,3.0,11.0,33.779915348721225
3169,0,17000,118822.0,208429.0,1,6,3.0,0.0,0.0,206.73707131,0.0,16.0,25.87399085
3170,0,17000,96065.0,116416.0,1,6,14.0,0.0,0.0,125.67306046,2.0,8.0,34.756185805
3171,0,17000,97517.0,141718.0,1,4,2.0,0.2545696877380046,0.4494423791821561,128.41759793,3.0,15.0,31.166029443
3172,0,17000,51018.0,108148.0,2,4,0.0,0.2545696877380046,2.0,114.9462923,0.0,23.0,40.241259872
3173,1,17000,170636.0,188899.0,1,0,1.0,4.0,0.0,67.408284966,1.0,13.0,44.751572195
3174,0,17000,98451.0,138012.0,1,4,3.0,0.2545696877380046,0.4494423791821561,120.23893457,2.0,15.0,33.953593917
3175,0,17000,82662.0,111357.0,1,5,17.0,0.0,0.0,252.30598474,4.0,30.0,37.316119916
3176,0,17000,108154.0,134103.0,1,6,1.0,0.0,0.0,279.3611988,0.0,46.0,39.676976607
3177,0,17000,25638.0,128433.0,1,6,10.0,0.0,0.0,367.6645206,0.0,9.0,39.106896383
3178,0,17100,56791.0,94396.0,1,2,7.0,0.0,0.0,110.29408781,1.0,21.0,36.107340903
3179,0,17100,48471.0,71546.0,1,2,5.0,0.0,1.0,254.0957007,3.0,32.0,29.818743539
3180,0,17100,19126.0,88969.0,1,6,21.0,0.0,0.0,225.70628788,2.0,41.0,38.896378177
3181,0,17100,73760.81719955898,96036.0,1,4,27.0,0.0,0.0,327.00179108,0.0,15.0,12.498669801
3182,0,17100,100082.0,119585.0,1,2,1.0,0.0,0.0,147.91580911,0.0,29.0,34.734277161
3183,0,17100,22162.0,128989.0,1,6,11.0,0.0,0.0,367.9970935,0.0,9.0,40.640916113
3184,0,17100,53983.0,73688.0,1,6,5.0,0.2545696877380046,0.4494423791821561,95.523512118,0.0,9.0,36.920385648
3185,0,17100,123463.0,160487.0,1,4,4.0,0.0,0.0,155.30076264,0.0,21.0,25.704127792
3186,0,17100,49951.0,111291.0,2,4,1.0,0.2545696877380046,2.0,151.10459247,1.0,23.0,39.487198141
3187,0,17100,74922.0,91187.0,1,5,0.0,0.0,0.0,80.582655587,0.0,16.0,26.767768842
3188,0,17100,59123.0,94247.0,1,4,0.0,0.0,0.0,70.016360231,0.0,22.0,37.195085532
3189,0,17100,46953.0,69086.0,1,2,6.0,0.0,0.0,165.62778833,2.0,11.0,29.249143602
3190,0,17100,43085.0,68758.0,1,6,7.0,0.0,1.0,103.68385576,3.0,49.0,30.3535487
3191,0,17100,92853.0,130864.0,1,5,6.0,0.2545696877380046,0.4494423791821561,244.72881087,3.0,41.0,37.492645631
3192,1,17100,32134.0,69131.0,1,6,3.0,0.0,0.0,209.19880045,0.0,6.0,38.632967001
3193,0,17100,54598.0,115838.0,1,2,14.0,0.0,0.0,247.29589655,0.0,20.0,25.632116425
3194,0,17100,73760.81719955898,60781.0,0,0,8.0,0.0,0.0,101.01406133,0.0,14.0,27.719938143
3195,0,17100,27842.0,74459.0,2,6,8.922268135904508,0.0,0.0,248.71878008,0.0,49.0,44.552154152
3196,0,17100,104652.0,169076.0,0,6,8.922268135904508,1.0,0.4494423791821561,270.58121434,1.1860550458715597,23.0,38.465227693
3197,0,17100,117337.0,131575.0,1,0,16.0,0.0,0.0,177.62943226,0.0,17.0,39.176432459
3198,0,17100,91502.0,113251.0,1,6,18.0,0.0,0.0,289.95440059,0.0,16.0,24.458320606
3199,0,17200,51352.0,64386.0,1,5,27.0,0.0,0.0,295.9554144,1.0,17.0,36.787305949
3200,0,17200,62514.0,96633.0,2,2,25.0,1.0,0.0,224.76435905,1.0,24.0,36.702340701
3201,0,17200,59698.0,89715.0,0,2,9.0,0.0,0.0,179.76627518656667,1.0,16.0,23.345623213
3202,0,17200,94937.0,133859.0,1,5,6.0,0.2545696877380046,0.4494423791821561,248.15887558,2.0,42.0,36.790875327
3203,0,17200,6126.0,88603.0,2,6,13.0,0.0,1.0,287.26088687,0.0,23.0,30.098796701
3204,0,17200,7044.0,57831.0,1,1,0.0,0.0,0.0,330.97090434,0.0,6.0,37.943315139
3205,0,17200,103519.0,118074.0,1,6,0.0,0.0,0.0,102.6786125,1.0,21.0,41.418352854
3206,0,17200,89507.0,121047.0,1,6,14.0,0.0,0.0,118.86613395,1.0,9.0,34.602827396
3207,0,17200,52011.0,65800.0,1,6,7.0,0.0,1.0,120.32397922,2.0,48.0,30.556511873
3208,0,17200,11950.0,170000.0,2,5,22.0,0.0,0.0,77.283384968,1.0,20.0,28.82169866
3209,0,17200,43996.0,79419.0,1,5,5.0,0.0,0.0,140.97340097,0.0,9.0,28.662173401
3210,0,17200,33073.0,85654.0,1,2,7.0,0.0,0.0,163.39478871,1.0,20.0,28.274888868
3211,1,17200,50742.0,71000.0,1,6,15.0,0.0,0.0,179.76627518656667,0.0,0.0,33.779915348721225
3212,0,17200,39316.0,66978.0,1,0,4.0,0.0,0.0,99.985975956,1.0,10.0,26.437084055
3213,1,17200,74402.0,,1,2,13.0,0.0,1.0,115.35303064,4.0,34.0,41.359036334
3214,1,17200,62108.0,,1,4,21.0,0.0,0.0,174.39613454,1.0,21.0,34.538925374
3215,0,17200,48999.0,76544.0,1,2,5.0,0.0,0.0,240.52274651,3.0,31.0,32.841753914
3216,0,17200,35116.0,60489.0,1,6,17.0,0.0,0.0,106.48623703,1.0,18.0,38.806240708
3217,0,17200,85977.0,109238.0,2,2,3.0,0.0,0.0,115.55751256,1.0,25.0,38.948918735
3218,0,17200,45900.0,68126.0,2,4,4.0,0.0,0.0,111.12595174,0.0,17.0,34.179046884
3219,0,17200,52276.0,69860.0,1,4,0.0,0.0,0.0,180.93148775,0.0,25.0,30.587966984
3220,0,17200,53849.0,102326.0,2,6,1.0,0.0,3.0,57.166745124,1.0,9.0,39.991154244
3221,0,17200,90567.0,118761.0,1,6,14.0,0.0,0.0,139.34017022,2.0,9.0,34.784870381
3222,0,17200,99204.0,119490.0,1,6,9.0,0.0,0.0,296.21148976,1.0,18.0,30.3013654
3223,0,17200,48427.0,66082.0,1,5,29.0,0.0,0.0,283.84875911,1.0,16.0,38.393634669
3224,0,17200,62840.0,92946.0,2,2,5.0,0.0,0.0,133.15948077,0.0,11.0,27.503540171
3225,0,17200,17234.0,43310.0,0,4,1.0,0.0,0.0,215.6075405,0.0,15.0,38.318514688
3226,0,17200,55254.0,118718.0,1,2,15.0,0.0,0.0,276.91108293,0.0,20.0,26.696158705
3227,0,17200,27230.0,82319.0,2,6,8.922268135904508,0.0,0.0,249.21566716,1.0,50.0,43.756794085
3228,0,17300,40280.0,66319.0,1,0,4.0,0.0,0.0,101.32557693,2.0,9.0,27.975935447
3229,0,17300,91132.0,110440.0,1,2,10.0,0.0,0.0,147.55332445,2.0,19.0,36.427218736
3230,0,17300,51185.0,65537.0,1,6,6.0,0.0,1.0,129.83794119,3.0,49.0,29.311594064
3231,0,17300,35070.0,63862.0,1,6,16.0,0.0,0.0,125.13156939,1.0,17.0,37.936519649
3232,0,17300,79412.0,114906.0,1,5,17.0,0.0,0.0,247.3605705,4.0,30.0,36.536435564
3233,1,17300,73000.0,95000.0,1,6,5.0,2.0,1.0,90.3,6.0,30.0,33.779915348721225
3234,0,17300,99064.0,156306.0,2,2,4.0,0.0,0.0,90.449522446,0.0,16.0,35.750060441
3235,0,17300,44031.0,79187.0,1,6,0.0,0.2545696877380046,1.0,299.70523733,1.0,10.0,35.986669908
3236,0,17300,20798.0,37980.0,0,4,2.0,0.0,0.0,219.30936478,0.0,16.0,37.763211014
3237,0,17300,90768.0,116052.0,1,6,13.0,0.0,0.0,120.24142622,2.0,9.0,35.81087795
3238,0,17300,65444.0,91244.0,1,2,8.0,0.0,0.0,202.04968272,0.0,19.0,21.573385223
3239,0,17300,65136.0,83847.0,1,4,6.0,0.0,0.0,127.09997366,0.0,20.0,24.5182717
3240,0,17300,110614.0,137552.0,1,2,6.0,0.0,0.0,85.232500724,0.0,13.0,31.344365522
3241,1,17300,73503.0,91842.0,1,6,0.0,0.0,6.0,142.33207559,1.0,32.0,46.902324378
3242,0,17300,91350.0,107834.0,2,2,3.0,0.0,0.0,118.13306488,0.0,24.0,37.610845011
3243,0,17300,65077.0,91991.0,1,6,0.0,2.0,3.0,114.02344238,2.0,26.0,35.90776048
3244,0,17300,96138.0,124066.0,1,4,1.0,0.2545696877380046,2.0,271.7823232,0.0,30.0,40.404506226
3245,0,17300,32736.0,49100.0,1,2,4.0,0.0,0.0,262.94843765,0.0,34.0,38.563080996
3246,0,17300,57358.0,71617.0,1,4,0.0,0.0,0.0,194.29333919,0.0,25.0,30.53780606
3247,0,17300,51107.0,64135.0,2,4,4.0,0.0,0.0,115.00219496,0.0,17.0,32.251086122
3248,0,17300,48132.0,78889.0,1,5,4.0,0.0,0.0,133.16768546,0.0,8.0,28.298227056
3249,0,17400,73760.81719955898,48971.0,1,6,8.922268135904508,0.2545696877380046,0.4494423791821561,345.00991859,1.1860550458715597,17.0,32.474319466
3250,0,17400,77350.0,101271.0,1,6,0.0,0.0,0.0,148.91622747,1.0,18.0,34.387028434
3251,0,17400,61035.0,90434.0,2,2,4.0,0.0,0.0,113.63599565,0.0,12.0,25.357194605
3252,0,17400,58941.0,88470.0,2,2,4.0,0.0,0.0,123.25705457,0.0,12.0,25.557593337
3253,0,17400,62824.0,82243.0,1,6,5.0,0.2545696877380046,0.4494423791821561,109.48274852,0.0,7.0,34.818444993
3254,0,17400,25859.0,43684.0,1,5,16.0,1.0,0.0,95.363068679,1.0,17.0,27.107619574
3255,0,17400,24687.0,37391.0,0,4,2.0,0.0,0.0,217.74427464,0.0,16.0,38.251392033
3256,0,17400,43110.0,73614.0,1,5,1.0,0.0,0.0,114.28918244,1.0,8.0,26.379108017
3257,0,17400,11147.0,166496.0,2,5,23.0,0.0,0.0,73.467517761,1.0,19.0,29.531664151
3258,0,17400,42876.0,66085.0,1,5,26.0,0.0,0.0,281.57815248,1.0,16.0,38.027521678
3259,0,17400,45861.0,61256.0,1,6,7.0,0.0,0.0,132.01922665,3.0,48.0,30.186567466
3260,1,17400,54161.0,75500.0,1,4,4.0,0.0,0.0,23.333333333,5.0,11.0,33.779915348721225
3261,0,17400,44479.0,78121.0,1,5,1.0,0.0,0.0,117.3235888,0.0,9.0,27.133989435
3262,0,17400,97072.0,155146.0,1,5,0.0,0.0,0.0,204.16561629,0.0,19.0,40.507964774
3263,1,17400,96590.0,112115.0,1,6,0.0,6.0,0.0,178.65958941,2.0,46.0,41.117887486
3264,0,17400,113890.0,135146.0,1,0,16.0,0.0,0.0,174.10145958,1.0,17.0,37.6335491
3265,0,17400,49765.0,66782.0,1,5,27.0,0.0,0.0,272.59048247,1.0,16.0,39.383064504
3266,0,17400,25844.0,83229.0,2,6,8.922268135904508,0.0,0.0,247.76164585,0.0,50.0,43.701331235
3267,0,17400,123579.0,168243.0,1,4,4.0,0.0,0.0,146.3520808,0.0,20.0,26.603511505
3268,0,17400,166345.0,202989.0,1,2,10.0,0.0,0.0,276.06634632,0.0,37.0,24.356593557
3269,0,17400,55575.0,78661.0,1,6,17.0,1.0,0.0,198.98960053,1.0,20.0,38.991431366
3270,0,17400,102228.0,115898.0,1,2,0.0,0.0,0.0,144.19816755,0.0,30.0,35.114150348
3271,0,17400,56111.0,114521.0,2,4,2.0,0.2545696877380046,2.0,154.85552388,1.0,24.0,38.695083557
3272,0,17400,64163.0,84948.0,2,2,12.0,0.0,2.0,172.71116574,0.0,13.0,27.979694402
3273,1,17400,79623.0,113658.0,1,6,0.0,0.0,2.0,212.12914517,2.0,25.0,35.106719635
3274,0,17500,92986.0,114276.0,1,6,13.0,0.0,0.0,116.96135784,2.0,8.0,36.251385732
3275,0,17500,99853.0,163401.0,1,5,0.0,0.0,0.0,208.46227619,1.0,18.0,37.82861717
3276,0,17500,17889.0,94453.0,1,6,19.0,0.0,0.0,244.3562274,2.0,41.0,35.744770886
3277,0,17500,101354.0,117209.0,1,2,1.0,0.0,0.0,136.15822253,0.0,30.0,36.851723302
3278,0,17500,133243.0,154513.0,1,5,8.922268135904508,0.0,0.0,217.03704869,0.0,18.0,37.462991964
3279,1,17500,76100.0,98500.0,1,6,5.0,10.0,1.0,59.833333333,5.0,16.0,33.779915348721225
3280,0,17500,49968.0,68025.0,2,4,3.0,0.0,0.0,126.07945262,0.0,18.0,34.10902705
3281,0,17500,73071.0,94267.0,1,4,1.0,0.0,0.0,160.45470053,3.0,19.0,32.276809318
3282,0,17500,153839.0,194027.0,1,6,7.0,0.0,0.0,179.76627518656667,1.0,15.0,29.113651196
3283,0,17500,51102.0,69532.0,1,6,5.0,0.0,0.0,108.31608023,2.0,49.0,31.495945715
3284,0,17500,100642.0,138550.0,1,4,3.0,0.2545696877380046,0.4494423791821561,115.07594761,3.0,16.0,32.176380263
3285,1,17500,110603.0,142000.0,1,6,1.0,1.0,0.0,163.06666667,3.0,25.0,33.779915348721225
3286,1,17500,56647.0,78000.0,1,2,11.0,3.0,2.0,92.3,7.0,29.0,33.779915348721225
3287,1,17500,68000.0,133015.0,1,4,19.0,1.0,1.0,177.5,5.0,21.0,33.779915348721225
3288,0,17500,46636.0,72908.0,1,6,7.0,0.0,0.0,110.23090719,3.0,15.0,41.512292086
3289,0,17500,90221.0,113564.0,1,6,19.0,0.0,0.0,265.18462525,1.0,17.0,27.029438967
3290,0,17500,85183.0,108948.0,2,2,4.0,0.0,0.0,125.10948564,1.0,25.0,37.103025992
3291,0,17500,61524.0,87188.0,2,2,3.0,0.0,0.0,115.80866085,1.0,13.0,25.401570002
3292,1,17500,91000.0,116000.0,1,2,0.5,0.0,0.0,188.73333333,3.0,26.0,33.779915348721225
3293,0,17500,87294.0,114031.0,1,6,15.0,0.0,0.0,147.09858349,2.0,8.0,34.467940003
3294,0,17500,103562.0,130613.0,1,6,1.0,0.0,0.0,288.00847827,0.0,47.0,39.358357532
3295,0,17500,102858.0,138977.0,1,4,2.0,0.2545696877380046,0.4494423791821561,100.28121919,2.0,15.0,31.669319454
3296,0,17500,23288.0,94904.0,1,2,8.0,0.0,0.0,145.12073677,0.0,20.0,29.675382217
3297,0,17600,39057.0,50933.0,1,2,6.0,0.0,0.0,239.20163009,1.0,35.0,39.301070716
3298,0,17600,53707.0,80407.0,1,6,17.0,1.0,0.0,185.97822083,0.0,21.0,36.494053926
3299,0,17600,73760.81719955898,96188.0,0,6,8.922268135904508,0.0,0.0,181.29504647,0.0,9.0,30.879317294
3300,0,17600,56090.0,103992.0,2,6,1.0,0.0,2.0,46.875135751,1.0,10.0,39.081826438
3301,0,17600,62996.0,86817.0,2,2,12.0,0.0,1.0,152.78264779,0.0,14.0,29.203654576
3302,0,17600,73354.0,96526.0,1,6,0.0,0.0,0.0,147.13452582,1.0,18.0,33.052493205
3303,0,17600,72232.0,103081.0,1,6,1.0,0.0,0.0,143.96715312,0.0,18.0,36.309962492
3304,0,17600,79122.0,96116.0,1,6,1.0,0.0,0.0,152.44371441,1.0,18.0,35.589662601
3305,1,17600,76043.0,95605.0,1,6,3.0,2.0,1.0,85.04333493,6.0,30.0,47.840295122
3306,0,17600,44571.0,66088.0,2,4,2.0,0.0,0.0,126.09038158,0.0,17.0,30.871901786
3307,0,17600,73760.81719955898,45119.0,1,6,8.922268135904508,0.2545696877380046,0.4494423791821561,354.73591921,1.1860550458715597,17.0,34.495046658
3308,0,17600,29201.0,41396.0,1,5,19.0,0.0,0.0,89.20252735,1.0,16.0,23.93494584
3309,0,17600,67285.0,90816.0,1,6,1.0,1.0,2.0,104.59286688,2.0,25.0,35.592253541
3310,0,17600,64857.0,82449.0,1,6,1.0,0.0,0.0,312.88247401,3.0,15.0,43.478862555
3311,0,17600,59347.0,68667.0,1,4,0.0,0.0,0.0,185.27496096,0.0,25.0,30.052323948
3312,0,17600,71983.0,97939.0,1,4,1.0,0.0,0.0,144.36621588,3.0,19.0,29.808589765
3313,0,17600,106381.0,134476.0,1,6,0.0,0.0,0.0,294.07325413,0.0,47.0,38.581658717
3314,0,17600,62198.0,101183.0,2,2,21.0,0.0,0.0,230.7167135,1.0,23.0,39.139756562
3315,0,17600,71366.0,87862.0,1,4,5.0,0.0,0.0,116.79668509,0.0,20.0,23.400137117
3316,0,17600,39063.0,54561.0,1,6,17.0,0.0,0.0,107.94381754,1.0,17.0,38.919210327
3317,0,17600,48487.0,65665.0,1,6,6.0,0.0,0.0,100.17400375,2.0,15.0,43.769684913
3318,0,17600,73760.81719955898,66000.0,0,0,7.0,0.0,0.0,111.78570044,0.0,14.0,27.090894722
3319,0,17600,88661.0,114922.0,1,6,13.0,0.0,0.0,152.75401017,1.0,7.0,36.766273628
3320,0,17600,61093.0,97551.0,1,4,0.0,0.0,0.0,75.060829426,0.0,22.0,35.562993202
3321,0,17700,10847.0,94611.0,2,6,14.0,0.0,1.0,271.39666705,0.0,22.0,27.283395304
3322,0,17700,17480.0,41055.0,0,4,1.0,0.0,0.0,196.1319389,0.0,15.0,37.923659517
3323,0,17700,64964.0,88856.0,1,4,5.0,0.0,0.0,114.66761831,0.0,19.0,21.933006318
3324,0,17700,111612.0,128416.0,1,0,14.0,0.0,0.0,169.73348753,0.0,17.0,39.770628448
3325,0,17700,93302.0,116668.0,1,6,20.0,0.0,0.0,283.04094598,0.0,16.0,25.225910201
3326,0,17700,50886.0,106673.0,2,6,2.0,0.0,2.0,57.090659606,1.0,10.0,40.85911311
3327,0,17700,60260.0,90196.0,2,2,11.0,0.0,1.0,177.85484553,0.0,14.0,29.60717111
3328,0,17700,36253.0,57420.0,1,2,3.0,0.0,0.0,267.78350875,1.0,34.0,37.934570083
3329,0,17700,73760.81719955898,56402.0,1,4,3.0,0.0,0.0,91.04574898,2.0,8.0,38.685506283
3330,0,17700,107395.0,133433.0,1,2,6.0,0.0,0.0,96.157561735,0.0,13.0,27.592277381
3331,0,17700,71399.0,96588.0,2,2,7.0,0.0,0.0,83.59853183,0.0,16.0,33.626585668
3332,0,17700,98476.0,136319.0,1,4,2.0,0.2545696877380046,0.4494423791821561,110.73572859,3.0,16.0,32.221024839
3333,0,17700,85150.0,113104.0,1,2,11.0,0.0,0.0,148.0652591,2.0,19.0,38.962872064
3334,1,17700,58016.0,76416.0,1,4,4.0,0.0,0.0,28.011491753,5.0,10.0,41.463373328
3335,0,17700,47064.0,71698.0,1,2,3.0,0.0,0.0,244.51806442,3.0,32.0,30.403203826
3336,0,17700,73760.81719955898,55796.0,1,4,1.0,0.0,0.0,85.183412567,2.0,8.0,40.20948611
3337,0,17700,56375.0,90435.0,1,4,0.0,0.0,0.0,70.225870315,0.0,23.0,36.023276773
3338,0,17700,72911.0,97317.0,1,5,1.0,0.0,0.0,82.39838379,0.0,17.0,25.329250867
3339,0,17700,82302.0,111228.0,2,2,4.0,0.0,0.0,118.4559036,0.0,25.0,37.160561204
3340,0,17800,61494.0,85864.0,1,6,2.0,0.0,0.0,303.83765082,3.0,15.0,40.246312084
3341,0,17800,38770.0,64357.0,1,6,17.0,0.0,0.0,282.9357846,0.0,21.0,27.97949547
3342,0,17800,39686.0,67246.0,1,0,5.0,0.0,0.0,114.18355498,1.0,10.0,27.575809699
3343,0,17800,83080.0,108348.0,2,2,1.0,0.0,0.0,132.6098608,0.0,25.0,36.459087678
3344,0,17800,73760.81719955898,95639.0,0,6,8.922268135904508,0.0,0.0,179.84935161,1.0,9.0,33.142257222
3345,0,17800,107736.0,113100.0,1,6,1.0,0.0,0.0,135.12322489,2.0,20.0,38.937112238
3346,0,17800,56956.0,74305.0,1,4,0.0,0.0,0.0,187.18332939,0.0,24.0,31.817471916
3347,0,17800,60611.0,89943.0,1,4,29.0,0.0,0.0,208.46653704,0.0,21.0,30.813240588
3348,0,17800,58942.0,91483.0,2,2,5.0,0.0,0.0,123.73667435,0.0,13.0,28.155959991
3349,0,17800,68889.0,85642.0,1,6,0.0,2.0,2.0,105.76796088,2.0,25.0,34.629922009
3350,0,17800,100277.0,163702.0,0,6,8.922268135904508,1.0,0.4494423791821561,256.85447121,1.1860550458715597,24.0,36.354036449
3351,0,17800,51689.0,115660.0,1,2,16.0,0.0,0.0,270.04499102,0.0,19.0,27.467001805
3352,0,17800,137169.0,182280.0,1,5,12.0,0.0,0.0,241.37530714,0.0,21.0,28.846448119
3353,0,17800,13839.0,171378.0,2,5,23.0,0.0,0.0,86.702624803,2.0,21.0,31.359609533
3354,0,17800,13660.0,173360.0,2,5,23.0,0.0,0.0,78.838898801,2.0,21.0,30.062792323
3355,0,17800,8642.0,88369.0,2,6,13.0,0.0,0.0,265.02210303,0.0,22.0,26.480792368
3356,0,17800,36902.0,57622.0,2,6,9.0,0.0,0.0,121.87970265,0.0,10.0,19.142116568
3357,0,17800,54003.0,116434.0,1,2,18.0,0.0,0.0,268.71530396,0.0,19.0,24.251971765
3358,0,17800,69306.0,94504.0,2,2,7.0,0.0,0.0,85.850829978,0.0,15.0,32.294216902
3359,0,17800,56432.0,157665.0,1,2,20.0,0.0,0.0,238.16689863,0.0,27.0,20.079334384
3360,0,17800,44326.0,79651.0,1,2,4.0,0.0,0.0,246.7969491,3.0,32.0,32.509012068
3361,1,17900,70046.0,135917.0,1,3,1.0,1.0,2.0,138.01100827,0.0,16.0,38.289202295
3362,0,17900,37265.0,53214.0,1,2,2.0,0.0,0.0,259.96383104,0.0,34.0,39.831500564
3363,0,17900,62697.0,89848.0,1,4,7.0,0.0,0.0,113.05889691,0.0,19.0,24.072191356
3364,0,17900,72501.0,94488.0,1,4,1.0,0.0,0.0,162.38956192,3.0,19.0,29.961189014
3365,0,17900,97335.0,167384.0,0,6,8.922268135904508,0.0,0.4494423791821561,250.48710842,1.1860550458715597,24.0,39.15632328
3366,0,17900,63559.0,81536.0,2,2,13.0,0.0,3.0,176.87076849,0.0,13.0,26.189767088
3367,0,17900,66823.0,91680.0,1,5,0.0,0.0,0.0,89.43649279,0.0,18.0,27.710657289
